title,tmdbId,genres,keywords,poster_url,top_cast,director
The Rookie,6723,"['Action', 'Crime', 'Drama', 'Thriller']",['rookie cop'],https://image.tmdb.org/t/p/w500//3FzNbTICABqy27CEHH9HaEi0tag.jpg,"['Clint Eastwood', 'Charlie Sheen', 'Raúl Juliá', 'Sônia Braga']",Clint Eastwood
The Ghost & Mr. Chicken,13343,"['Comedy', 'Family', 'Mystery', 'Romance']","['newspaper', 'haunted house', 'organ', 'slapstick', 'trial', 'secret door', 'courtroom', 'organ music']",https://image.tmdb.org/t/p/w500//onUsJ24EfChNOE7DTvKq5v1nS5E.jpg,"['Don Knotts', 'Joan Staley', 'Liam Redmond', 'Dick Sargent']",Alan Rafkin
City Heat,16969,"['Action', 'Comedy', 'Crime']","['photographer', 'private eye', 'whorehouse']",https://image.tmdb.org/t/p/w500//167MOszimyqPEbEXVVhh3WvrslG.jpg,"['Clint Eastwood', 'Burt Reynolds', 'Jane Alexander', 'Madeline Kahn']",Richard Benjamin
Three O'Clock High,13339,['Comedy'],"['bullying', 'bully']",https://image.tmdb.org/t/p/w500//i6bUiRqrSZo8wcDwPtp43pVF2MC.jpg,"['Casey Siemaszko', 'Annie Ryan', 'Richard Tyson', 'Stacey Glick']",Phil Joanou
Come and See,25237,"['Drama', 'History', 'War']","['war crimes', 'world war ii', 'nazis', 'wehrmacht', 'insanity', 'surrealism', 'teenage girl', 'atrocity', 'genocide', 'russian army', 'mine field', 'horrors of war', 'premature aging', 'byelorussia', 'eastern front']",https://image.tmdb.org/t/p/w500//qNbMsKVzigERgJUbwf8pKyZogpb.jpg,"['Aleksei Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius', 'Vladas Bagdonas']",Elem Klimov
Ginger Snaps,9871,"['Drama', 'Horror']","['brother sister relationship', 'sister sister relationship', 'puberty', 'longing', 'menstruation', 'high school', 'coming of age', 'marijuana', 'werewolf', 'gothic', 'metamorphosis', 'body transformation']",https://image.tmdb.org/t/p/w500//ozohDiJd7Oi65NEf8B0ya7lR9Fr.jpg,"['Emily Perkins', 'Katharine Isabelle', 'Kris Lemche', 'Mimi Rogers']",John Fawcett
The Ballad of Little Jo,71940,"['Romance', 'Drama', 'Western']","['gun', 'mining', 'tragic', 'death', 'woman director']",https://image.tmdb.org/t/p/w500//cFGLQ3NigGdDmJy2Wjhcp9nmHe4.jpg,"['Suzy Amis', 'Bo Hopkins', 'Ian McKellen', 'David Chung']",Maggie Greenwald
The Shakiest Gun in the West,20238,"['Comedy', 'Family', 'Western']","['horse', 'native american', 'stagecoach', 'covered wagon', 'cowgirl']",https://image.tmdb.org/t/p/w500//qEgG8odMSIUcSMjmqFUe8YUXp9x.jpg,"['Don Knotts', 'Barbara Rhoades', 'Jackie Coogan', 'Ruth McDevitt']",Alan Rafkin
It's Pat,33783,['Comedy'],['androgyny'],https://image.tmdb.org/t/p/w500//tydslMVgc6DpEvwYT0MWW9byL1a.jpg,"['Julia Sweeney', 'Dave Foley', 'Charles Rocket', 'Kathy Griffin']",Adam Bernstein
Sunday in the Country,163549,"['Drama', 'Crime', 'Thriller']","['vigilante', 'torture', 'canuxploitation']",https://image.tmdb.org/t/p/w500//fi3LETB5pAYLQvbWP6nZrzcKZVr.jpg,"['Ernest Borgnine', 'Michael J. Pollard', 'Hollis McLaren', 'Louis Zorich']",John Trent
The Gun in Betty Lou's Handbag,47898,"['Comedy', 'Thriller', 'Mystery']","['murder', 'librarian']",https://image.tmdb.org/t/p/w500//gouuqyfzqjErBjMaXQaix2VNlyR.jpg,"['Penelope Ann Miller', 'Eric Thal', 'Alfre Woodard', 'Julianne Moore']",Allan Moyle
Sudden Fear,19171,"['Drama', 'Thriller']","['con man', 'writer', 'broadway', 'film noir']",https://image.tmdb.org/t/p/w500//41XEeeWpO7c3wYe51rRhTBK0TYr.jpg,"['Joan Crawford', 'Jack Palance', 'Gloria Grahame', 'Bruce Bennett']",David Miller
Regarding Henry,11364,['Drama'],"['amnesia', 'childhood memory', 'firearm']",https://image.tmdb.org/t/p/w500//v0tMLF2P0RMEzLuh8BySM4wLeFp.jpg,"['Harrison Ford', 'Annette Bening', 'Bill Nunn', 'Rebecca Miller']",Mike Nichols
Contamination,39916,"['Adventure', 'Science Fiction', 'Horror', 'Romance']","['mars', 'egg', 'alien', 'independent film', 'gore', 'blood', 'creature', 'police detective', 'video nasty', 'alien attack']",https://image.tmdb.org/t/p/w500//eCUSieEikP6vt0dBbIKnEGpyEK2.jpg,"['Ian McCulloch', 'Louise Marleau', 'Marino Masé', 'Siegfried Rauch']",Luigi Cozzi
The Hospital,32082,"['Mystery', 'Comedy', 'Drama']","['hospital', 'malpratice']",https://image.tmdb.org/t/p/w500//vdbKbyITrzqEg1N24DWVN0Rs03w.jpg,"['George C. Scott', 'Diana Rigg', 'Richard Dysart', 'Barnard Hughes']",Arthur Hiller
Leap of Faith,12772,"['Comedy', 'Drama', 'Romance']","['cheating', 'small town', 'supernatural powers', 'preacher']",https://image.tmdb.org/t/p/w500//iuOIgrf8OsEBddffIbvqIl7J9IQ.jpg,"['Steve Martin', 'Debra Winger', 'Lolita Davidovich', 'Liam Neeson']",Richard Pearce
Gas Food Lodging,47866,"['Drama', 'Romance']","['waitress', 'sister sister relationship', 'new mexico', 'mother daughter relationship', 'diner', 'single mother', 'teenage daughter', 'unwanted pregnancy', 'woman director']",https://image.tmdb.org/t/p/w500//pGuoFldLELI38rcf2uleqWlO55r.jpg,"['Brooke Adams', 'Ione Skye', 'Fairuza Balk', 'James Brolin']",Allison Anders
In Cold Blood,18900,"['Crime', 'Drama']","['murder', 'true crime', 'farmer']",https://image.tmdb.org/t/p/w500//hXRyR0kfB64aj2y76JBjRSRQYOw.jpg,"['Robert Blake', 'Scott Wilson', 'John Forsythe', 'Paul Stewart']",Richard Brooks
Yankee Doodle Dandy,3087,"['Drama', 'Music']","['dancer', 'song', 'comeback', 'biography', 'singer', 'vaudeville', 'actor']",https://image.tmdb.org/t/p/w500//cqLLIyJFjLr6jGOxWVEHG11WGzB.jpg,"['James Cagney', 'Joan Leslie', 'Walter Huston', 'Richard Whorf']",Michael Curtiz
Ninja Scroll,14282,"['Action', 'Animation', 'Fantasy']","['japan', 'sexual abuse', 'bondage', 'horror', 'rescue', 'ninja', 'tragedy', 'cruelty', 'violence', 'demon']",https://image.tmdb.org/t/p/w500//zGAUIcWOufCg0dtju7Lr6XKpGS9.jpg,"['Kouichi Yamadera', 'Emi Shinohara', 'Takeshi Aono', 'Daisuke Gouri']",Yoshiaki Kawajiri
Knife in the Water,11502,['Drama'],"['sailing trip', 'knife']",https://image.tmdb.org/t/p/w500//tkdeCwZhy9hzzVjZFjw0RPGWUIg.jpg,"['Leon Niemczyk', 'Jolanta Umecka', 'Zygmunt Malanowicz', 'Roman Polanski']",Roman Polanski
Out of Time,2116,"['Thriller', 'Crime', 'Drama']","['miami', 'florida', 'double murder', 'divorce']",https://image.tmdb.org/t/p/w500//wdniUkm0hwXv2RqzvwWy5XtRNvB.jpg,"['Denzel Washington', 'Eva Mendes', 'Sanaa Lathan', 'John Billingsley']",Carl Franklin
School of Rock,1584,"['Comedy', 'Music']","['rock and roll', 'rock', 'high school', 'music band']",https://image.tmdb.org/t/p/w500//zXLXaepIBvFVLU25DH3wv4IPSbe.jpg,"['Jack Black', 'Joan Cusack', 'Mike White', 'Sarah Silverman']",Richard Linklater
Concert for George,28236,['Music'],"['rock and roll', 'fab four', 'concert']",https://image.tmdb.org/t/p/w500//gVVd7hEfOgJ3OYkOUaoCqIZMmpC.jpg,"['Eric Clapton', 'Jeff Lynne', 'Ravi Shankar', 'Tom Petty']",David Leland
The Station Agent,2056,"['Drama', 'Comedy']","['train station', 'new jersey', 'small person', 'friendship', 'newfoundland']",https://image.tmdb.org/t/p/w500//kjJg6eJa9I9flfHaJG67ecEv8YX.jpg,"['Peter Dinklage', 'Patricia Clarkson', 'Bobby Cannavale', 'Michelle Williams']",Tom McCarthy
Wonderland,4997,"['Crime', 'Drama', 'Mystery', 'Thriller']","['robbery', 'junkie', 'investigation', 'porno star', 'murder', 'los angeles', 'violence', 'drug']",https://image.tmdb.org/t/p/w500//WOUimrKUOvKwjwu6JYALxaRsdQ.jpg,"['Val Kilmer', 'Dylan McDermott', 'Kate Bosworth', 'Josh Lucas']",James Cox
Bus 174,8439,"['Documentary', 'Foreign']","['slum', 'rio de janeiro', 'bus hijacking', 'teacher']",https://image.tmdb.org/t/p/w500//30v64yPfBbNSmnYHShExuWlXUJh.jpg,"['Yvonne Bezerra de Mello', 'Sandro do Nascimento', 'Rodrigo Pimentel', 'Luiz Eduardo Soares']",José Padilha
Mystic River,322,"['Thriller', 'Crime', 'Drama', 'Mystery']","['child abuse', 'sexual abuse', 'loss of child', 'repayment', 'suppressed past', 'arbitrary law', 'boston', ""workers' quarter"", 'reference to sprite', 'child']",https://image.tmdb.org/t/p/w500//e2VNohx5jb7I6HUamCuGhKvzXDR.jpg,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon', 'Laurence Fishburne']",Clint Eastwood
House of the Dead,11059,"['Horror', 'Action', 'Thriller']","['island', 'rave', 'weapon', 'student', 'based on video game']",https://image.tmdb.org/t/p/w500//lI6UBnxwHztggSq8PhLibdOe2Nd.jpg,"['Jonathan Cherry', 'Tyron Leitso', 'Clint Howard', 'Ona Grauer']",Uwe Boll
Intolerable Cruelty,11775,"['Crime', 'Comedy', 'Romance']","['california', 'assassin', 'infidelity', 'fetish', 'hitman', 'tycoon', 'court', 'satire', 'lawyer', 'inheritance', 'divorce']",https://image.tmdb.org/t/p/w500//7K8hDwOWsZv0MluyrB8nWlhJOgB.jpg,"['George Clooney', 'Catherine Zeta-Jones', 'Edward Herrmann', 'Geoffrey Rush']",Joel Coen
Kill Bill: Vol. 1,24,"['Action', 'Crime']","['japan', 'coma', 'martial arts', 'kung fu', 'underworld', 'yakuza', 'sword', 'bride', 'revenge', 'gore', 'female yakuza', 'blood', 'wedding', 'samurai sword', 'part animation']",https://image.tmdb.org/t/p/w500//v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Daryl Hannah']",Quentin Tarantino
Dopamine,54973,"['Comedy', 'Romance']",['independent film'],https://image.tmdb.org/t/p/w500//oF5ItQosgv0izFPq7cv9pSnqbBW.jpg,"['John Livingston', 'Sabrina Lloyd', 'Bruno Campos', 'Rueben Grundy']",Mark Decena
Girls Will Be Girls,21059,['Comedy'],"['gay', 'drag queen', 'parody', 'independent film', 'hollywood']",https://image.tmdb.org/t/p/w500//dkuOR3E28A3mXjfjuoMudJWEN4B.jpg,"['Jack Plotnick', 'Clinton Leupp', 'Jeffery Roberson', 'Ron Mathews']",Richard Day
Runaway Jury,11329,"['Drama', 'Thriller']","['court case', 'gun rampage', 'firearm', 'jury', 'suspense', 'person running amok', 'lobbyist']",https://image.tmdb.org/t/p/w500//g58RA1zzE39KnkRpKRfgA5RxoXP.jpg,"['John Cusack', 'Gene Hackman', 'Dustin Hoffman', 'Rachel Weisz']",Gary Fleder
The Texas Chainsaw Massacre,9373,['Horror'],"['trauma', 'psychopath', 'stalker', 'friends', 'murder', 'gore', 'blood', 'hitchhiker', 'chainsaw', 'torture', 'violence', 'cannibal', 'killer', 'family']",https://image.tmdb.org/t/p/w500//w0yIF8UPMNBDLwztmqgUoc4isLH.jpg,"['Jessica Biel', 'Jonathan Tucker', 'Erica Leerhsen', 'Mike Vogel']",Marcus Nispel
Pieces of April,1550,"['Comedy', 'Drama']","['sex', 'thanksgiving', 'road trip', 'love', 'independent film', 'neighbor', 'marijuana', 'family', 'illness']",https://image.tmdb.org/t/p/w500//qEbo0OwAaWgLSxp4lXyoCbnmrxh.jpg,"['Katie Holmes', 'Derek Luke', 'Patricia Clarkson', 'Oliver Platt']",Peter Hedges
Sylvia,28200,"['Drama', 'Romance']","['beach', 'infidelity', 'boat', 'writing', 'biography', 'poet', 'love', 'snow', 'drinking', 'woman director']",https://image.tmdb.org/t/p/w500//aeulHyc9PE9fCrFfgAFhOhFY5ni.jpg,"['Gwyneth Paltrow', 'Daniel Craig', 'Jared Harris', 'Michael Gambon']",Christine Jeffs
Veronica Guerin,10629,"['Drama', 'Crime', 'Thriller']","['journalism', 'police', 'drug scene', 'murder', 'drug lord']",https://image.tmdb.org/t/p/w500//14RnhkH9ArHZ8viDAej4TnVl4Jg.jpg,"['Cate Blanchett', 'Gerard McSorley', 'Ciarán Hinds', 'Brenda Fricker']",Joel Schumacher
In the Cut,10944,"['Mystery', 'Thriller']","['eroticism', 'suspense', 'woman director']",https://image.tmdb.org/t/p/w500//c8Xg0yc8UQwDXooffBNLLs2BvQH.jpg,"['Meg Ryan', 'Mark Ruffalo', 'Jennifer Jason Leigh', 'Nick Damici']",Jane Campion
Radio,13920,['Drama'],"['biography', 'friendship', 'sport']",https://image.tmdb.org/t/p/w500//uQ6ci4iFHhB6TWB2f4wftR7AEly.jpg,"['Cuba Gooding Jr.', 'Ed Harris', 'Alfre Woodard', 'S. Epatha Merkerson']",Mike Tollin
Scary Movie 3,4256,['Comedy'],['horror spoof'],https://image.tmdb.org/t/p/w500//eagJEILa8SqWZV1mhm4HToVy8e.jpg,"['Pamela Anderson', 'Jenny McCarthy', 'Marny Eng', 'Charlie Sheen']",David Zucker
Brother Bear,10009,"['Adventure', 'Animation', 'Family']","['brother brother relationship', 'grizzly bear', 'inuit', 'transformation', 'friendship', 'sibling rivalry', 'unlikely friendship', 'aftercreditsstinger', 'duringcreditsstinger', 'animal lead']",https://image.tmdb.org/t/p/w500//9VvLgj28J5m04y5gO0mt5np4yF8.jpg,"['Joaquin Phoenix', 'Jeremy Suarez', 'Jason Raize', 'Rick Moranis']",Aaron Blaise
Elephant,1807,"['Drama', 'Crime']","['video game', 'gun', 'classroom', 'mass murder', 'girlfriend', 'columbine', 'student']",https://image.tmdb.org/t/p/w500//1a4VU9z2hxEvugHMK7VsobB9xTX.jpg,"['Alex Frost', 'Eric Deulen', 'John Robinson', 'Elias McConnell']",Gus Van Sant
The Italian Job,10536,"['Action', 'Crime', 'Comedy', 'Thriller']","['prison', 'england', 'robbery', 'bus', 'gold', 'prisoner', 'traffic jam', 'master thief', 'thief', 'caper', 'mafia', 'ambiguous ending', 'car chase', 'sewer', 'turin italy', 'airborne car', 'mini cooper']",https://image.tmdb.org/t/p/w500//8NOw3HPHkcBndJW2K6ofbcSb7WD.jpg,"['Michael Caine', 'Noël Coward', 'Benny Hill', 'Margaret Blye']",Peter Collinson
Sweet Sixteen,1376,"['Crime', 'Drama']","['glasgow', 'brother sister relationship', 'puberty', 'drug dealer', 'heroin', 'single', 'murder', 'teacher', 'single father']",https://image.tmdb.org/t/p/w500//p5h50WEZQ4pRFffnSULqL4cEuLp.jpg,"['Martin Compston', 'Annmarie Fulton', 'William Ruane', 'Michelle Abercromby']",Ken Loach
Interstate 60,20312,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery']","['fantasy', 'motel', 'highway', 'road trip', 'surrealism', 'lawyer', 'dream girl', 'judgment', 'convertible', 'parallel world', 'courtroom']",https://image.tmdb.org/t/p/w500//zZQt29qBWLoVVOo8HEFzFYRAgYQ.jpg,"['James Marsden', 'Gary Oldman', 'Amy Smart', 'Christopher Lloyd']",Bob Gale
That was Then... This is Now,64945,['Drama'],['juvenile delinquent'],https://image.tmdb.org/t/p/w500//9uXl1EtvGo9qBPdtsJqwEcuckAZ.jpg,"['Emilio Estevez', 'Craig Sheffer', 'Larry B. Scott', 'Jill Schoelen']",Christopher Cain
The Eye,10389,['Horror'],"['transplantation', 'blindness and impaired vision', 'eye operation', 'loss of eyesight', 'violinist', 'remake', 'blind girl']",https://image.tmdb.org/t/p/w500//cTtgcKrRWI0HNoHTwHF67x17Kk1.jpg,"['Angelica Lee', 'Lawrence Chou', 'Chutcha Rujinanon', 'Yut Lai So']",Danny Pang
Aparajito,897,['Drama'],"['based on novel', 'loss of mother', 'loss of father', 'varanasi', 'pneumonia', 'loss of husband', 'scholarship', 'india']",https://image.tmdb.org/t/p/w500//qvR2Qs42WHwCEcuwhQnterU3gVY.jpg,"['Kanu Bannerjee', 'Karuna Bannerjee', 'Smaran Ghosal', 'Pinaki Sengupta']",Satyajit Ray
Le Cercle Rouge,11657,"['Drama', 'Thriller', 'Crime']","['paris', 'prison', 'corruption', 'pimp', 'nudity', 'police', 'thief', 'heist', 'escape', 'gang', 'murderer', 'crime', 'custody', 'jewel', 'aristocratic']",https://image.tmdb.org/t/p/w500//bIsJoVjVazD06eCTCWNo5viUqiM.jpg,"['Alain Delon', 'Bourvil', 'Gian Maria Volonté', 'Yves Montand']",Jean-Pierre Melville
The Human Stain,10922,"['Drama', 'Thriller', 'Romance']","['black people', 'professor for literature']",https://image.tmdb.org/t/p/w500//peS0GGnbBR7vXDaDGPxHNit4q0T.jpg,"['Anthony Hopkins', 'Nicole Kidman', 'Ed Harris', 'Gary Sinise']",Robert Benton
The Matrix Revolutions,605,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['saving the world', 'artificial intelligence', 'man vs machine', 'flying', 'philosophy', 'fortune teller', 'kung fu', 'underground world', 'killer robot', 'temple', 'subway', 'dream', 'sun', 'hero', 'fight', 'sunlight', 'computer virus', 'key', 'future', 'precognition', 'super computer', 'machine town', 'ying yang', 'dying and death', 'virtual reality', 'dystopia', 'computer', 'faith', 'world religion', 'truth', 'rescue', 'mission', 'cyberpunk', 'woman director', 'yin yang', 'gnosticism']",https://image.tmdb.org/t/p/w500//fgm8OZ7o4G1G1I9EeGcb85Noe6L.jpg,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']",Lilly Wachowski
The Revolution Will Not Be Televised,33222,['Documentary'],"['venezuela', 'political instability', ""coup d'etat"", 'president', 'woman director', 'venezuelan history', 'fly-on-the-wall']",https://image.tmdb.org/t/p/w500//7HYZ3AE0QQb34Bqn1AuqhD3Q9Rw.jpg,['Hugo Chávez'],Kim Bartley
Elf,10719,"['Comedy', 'Family', 'Fantasy']","['holiday', 'elves', 'santa claus', 'looking for  birth parents', 'romance', 'north pole', 'christmas']",https://image.tmdb.org/t/p/w500//zDHFQmaxlTIJGQDfTrLTL9RK2tQ.jpg,"['Will Ferrell', 'James Caan', 'Zooey Deschanel', 'Mary Steenburgen']",Jon Favreau
In My Skin,1836,"['Drama', 'Horror']","[""women's sexual identity"", 'career woman', 'vernissage', 'wound', 'illness and injury', 'knife', 'self-inflicted injury', 'insanity', 'gore', 'woman director', 'new french extremism']",https://image.tmdb.org/t/p/w500//8a8vTUtG05JH1kewEv0gZJR2Xwd.jpg,"['Marina de Van', 'Laurent Lucas', 'Léa Drucker', 'Thibault de Montalembert']",Marina de Van
Love Actually,508,"['Comedy', 'Romance', 'Drama']","['london england', 'male nudity', 'female nudity', 'love at first sight', 'usa president', 'marseille', 'office', 'christmas party', 'marriage proposal', 'bars and restaurants', 'press conference', 'language barrier', 'prime minister', 'rock star', 'tv show', 'metal detector', 'war on terror', 'school performance', 'multiple storylines']",https://image.tmdb.org/t/p/w500//7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,"['Keira Knightley', 'Heike Makatsch', 'Emma Thompson', 'Laura Linney']",Richard Curtis
Father of the Bride,11846,"['Comedy', 'Romance']","['son-in-law', 'father-in-law', 'fool', 'daughter', 'wedding']",https://image.tmdb.org/t/p/w500//g6OTK7l6EX2JP5r00O5fG6BZJlh.jpg,"['Steve Martin', 'Diane Keaton', 'Kimberly Williams-Paisley', 'Kieran Culkin']",Charles Shyer
Master and Commander: The Far Side of the World,8619,['Adventure'],"['naturalist', 'frigate', 'self surgery', 'sea battle', 'weevil']",https://image.tmdb.org/t/p/w500//s1cVTQEZYn4nSjZLnFbzLP0j8y2.jpg,"['Russell Crowe', 'Paul Bettany', ""James D'Arcy"", 'Billy Boyd']",Peter Weir
The Missing,12146,"['Thriller', 'Western', 'Adventure']","['mexico', 'based on novel', 'new mexico', 'apache', 'baby-snatching', 'daughter', 'frontier', 'criminal', '19th century']",https://image.tmdb.org/t/p/w500//86s5nw5F1G8lJtEowO0LBB4hoBW.jpg,"['Tommy Lee Jones', 'Cate Blanchett', 'Evan Rachel Wood', 'Jenna Boyd']",Ron Howard
The Cat in the Hat,10588,"['Comedy', 'Fantasy', 'Family']","['cat', 'brother sister relationship', 'boredom', 'chaos', 'step father', ""based on children's book""]",https://image.tmdb.org/t/p/w500//uYYLz67e5xEQMsY858VSSCDsLU6.jpg,"['Mike Myers', 'Dakota Fanning', 'Spencer Breslin', 'Kelly Preston']",Bo Welch
Gothika,4970,"['Horror', 'Thriller']","['amnesia', 'mental institution', 'patient', 'trust', 'false accusations', 'medication', 'gothic', 'mental illness']",https://image.tmdb.org/t/p/w500//frSGNQcWx1ek8dCduFYCux1ho7n.jpg,"['Halle Berry', 'Robert Downey Jr.', 'Charles S. Dutton', 'Penélope Cruz']",Mathieu Kassovitz
21 Grams,470,"['Drama', 'Crime', 'Thriller']","['life and death', 'transplantation', 'suicide attempt', 'desperation', 'loss of family', 'ex-detainee', 'sadness', 'rage and hate', 'car crash']",https://image.tmdb.org/t/p/w500//s8c6C2vsil9SGaTXqJm6PmY1IZw.jpg,"['Sean Penn', 'Naomi Watts', 'Benicio del Toro', 'Danny Huston']",Alejandro González Iñárritu
The Barbarian Invasions,11042,"['Comedy', 'Crime', 'Drama']","['father son relationship', 'socialism', 'yuppie', 'professor', 'dying and death', 'cancer', 'money', 'university', 'illness', 'dying', 'family conflict', 'friend']",https://image.tmdb.org/t/p/w500//ekmFbyMgm3SPklSlDUW1wZ33yMP.jpg,"['Rémy Girard', 'Stéphane Rousseau', 'Marie-Josée Croze', 'Dorothée Berryman']",Denys Arcand
Bad Santa,10147,"['Drama', 'Comedy', 'Crime']","['holiday', 'elves', 'christmas party', 'department store', 'safe', 'drink', 'little people', 'christmas eve', 'christmas']",https://image.tmdb.org/t/p/w500//dt30keB9txHjYXuMzrqv6uJ499B.jpg,"['Billy Bob Thornton', 'Tony Cox', 'Brett Kelly', 'Bernie Mac']",Terry Zwigoff
The Haunted Mansion,10756,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']","['secret passage', 'magic', 'estate agent', 'haunted house', 'family vacation', 'ghost', 'aftercreditsstinger']",https://image.tmdb.org/t/p/w500//lGi5yio4pdDz5PkSeZCbnMQz5vK.jpg,"['Eddie Murphy', 'Terence Stamp', 'Nathaniel Parker', 'Marsha Thomason']",Rob Minkoff
Timeline,9562,"['Action', 'Adventure', 'Science Fiction']","['professor', 'time travel', 'quantum mechanics', ""hundred years' war"", 'excavation', 'knight', 'medieval times']",https://image.tmdb.org/t/p/w500//uOCIrFOT4U9QXML3SLlpCxGs7BV.jpg,"['Paul Walker', ""Frances O'Connor"", 'Gerard Butler', 'Billy Connolly']",Richard Donner
Damage,11012,"['Drama', 'Romance']","['father son relationship', 'loss of brother', 'brother sister relationship', 'longing', 'politician', 'in flagranti', 'extramarital affair']",https://image.tmdb.org/t/p/w500//alf3JOPP7EYP0iO24gwe5YfRnqo.jpg,"['Jeremy Irons', 'Juliette Binoche', 'Miranda Richardson', 'Rupert Graves']",Louis Malle
Devil's Playground,30068,['Documentary'],"['amish', 'woman director', 'rumspringa']",https://image.tmdb.org/t/p/w500//21GlVcF0ziC91Mz8TCU9l1AsxZb.jpg,"['Velda Bontrager', 'Mark Bontrager', 'Dewayne Chupp', 'Dylan Cole']",Lucy Walker
Dance with a Stranger,40913,"['Crime', 'Drama']","['london england', 'nightclub', 'based on true story', 'murder', 'romance', 'capital punishment', 'crime', 'single mother', 'true crime', 'older woman younger man relationship', 'shot', '1950s', 'female criminal']",https://image.tmdb.org/t/p/w500//nRrYFNkLKNq16BKBBJNzQL0Fyv7.jpg,"['Miranda Richardson', 'Rupert Everett', 'Ian Holm', 'Stratford Johns']",Mike Newell
Darkman,9556,"['Action', 'Science Fiction', 'Crime']","['corruption', 'experiment', 'burn', 'mask', 'gangster boss', 'los angeles', 'madness', 'outsider', 'disfigurement', 'conflagration', 'darkman']",https://image.tmdb.org/t/p/w500//rDpyKkWYIT4RH9dqg5YYSof3coE.jpg,"['Liam Neeson', 'Frances McDormand', 'Colin Friels', 'Larry Drake']",Sam Raimi
Desk Set,24203,"['Comedy', 'Romance']","['office', 'computer']",https://image.tmdb.org/t/p/w500//dJ17AJtEqBU4s2QSP2hoqrm6k7m.jpg,"['Spencer Tracy', 'Katharine Hepburn', 'Gig Young', 'Joan Blondell']",Walter Lang
Europa,9065,"['Thriller', 'Drama']","['train station', 'in love with enemy', 'world war ii', 'hypnosis', 'postwar period', 'allied', 'employee', 'travel']",https://image.tmdb.org/t/p/w500//ot4yJ4Hi1pXPaQpejUGtOIcAN18.jpg,"['Jean-Marc Barr', 'Barbara Sukowa', 'Udo Kier', 'Ernst-Hugo Järegård']",Lars von Trier
The Freshman,10168,"['Comedy', 'Crime']","['affection', 'spoof', 'dinner', 'godfather', 'importer', 'film school', 'vermont', 'errand boy', 'cornfield', 'extinction', 'menu']",https://image.tmdb.org/t/p/w500//2BWfpISXFso32Aokpmzw0ebaOLA.jpg,"['Marlon Brando', 'Matthew Broderick', 'Bruno Kirby', 'Penelope Ann Miller']",Andrew Bergman
Funny Games,10234,"['Drama', 'Horror', 'Thriller']","['sadism', 'hostage-taking', 'serial killer']",https://image.tmdb.org/t/p/w500//txCSI8h2CPKUgAOO6U3g2mswfQS.jpg,"['Ulrich Mühe', 'Susanne Lothar', 'Arno Frisch', 'Frank Giering']",Michael Haneke
New Jack City,10952,"['Thriller', 'Crime', 'Drama']","['drug dealer', 'undercover agent', 'gang leader', 'crack', 'cops']",https://image.tmdb.org/t/p/w500//k9VjzXyGElRAxXyXgPvtRRSznyL.jpg,"['Wesley Snipes', 'Ice-T', 'Allen Payne', 'Chris Rock']",Mario Van Peebles
Slacker,14022,['Comedy'],"['moon', 'philosophy', 'burglar', 'texas', 'dream', 'atomic bomb', 'tent', 'anarchist', 'telescope', 'ufo', 'independent film', 'cigarette smoking', 'african american', 'writer', 'cafe', 'sunglasses', 'pap smear', 'austin texas', 'hit and run', 'dallas texas', 'twenty something', 'reference to jack ruby', 'dairy queen restaurant', 'moon walk', 'anarchic comedy']",https://image.tmdb.org/t/p/w500//f7Iov2nd0XX9bp2laQEPYPEhisc.jpg,"['Richard Linklater', 'Mark James', 'Jerry Delony']",Richard Linklater
WarGames,860,"['Thriller', 'Science Fiction']","['video game', 'artificial intelligence', 'fbi', 'cold war', 'hacker', 'prosecution', 'norad', 'government', 'computer', 'nuclear threat']",https://image.tmdb.org/t/p/w500//ndORBCvw8TJaQYvBgkYGg0IWrRM.jpg,"['Matthew Broderick', 'Dabney Coleman', 'Ally Sheedy', 'John Wood']",John Badham
Ordet,48035,['Drama'],"['faith', 'independent film', 'religion', 'religious fundamentalist', 'pregnant wife']",https://image.tmdb.org/t/p/w500//3uc2qRKvG1m2Lzwhf4I7UD8NQT.jpg,"['Birgitte Federspiel', 'Henrik Malberg', 'Emil Hass Christensen', 'Ejner Federspiel']",Carl Theodor Dreyer
Forbidden Games,5000,"['Drama', 'History']","['france', 'world war ii', 'exodus', 'foster parents', 'funeral', 'postwar period', 'dead animal', 'death', 'cross', 'french countryside', 'abandonment']",https://image.tmdb.org/t/p/w500//nby91GNVXQAv1NmKvqlpEEdhcMQ.jpg,"['Brigitte Fossey', 'Georges Poujouly', 'Amédée', 'Laurence Badie']",René Clément
