,genres,keywords,tmdbId,poster_path,title,top_cast,cast_size,crew_size,director
5431,"['Drama', 'Music', 'Romance']","['suicide attempt', 'pop star', 'aspiring singer']",13763,/epUyAfIgsrpIcY0qi6dhnay5rpl.jpg,Purple Rain,"['Prince', 'Apollonia Kotero', 'Morris Day', 'Olga Karlatos']",12,16,Albert Magnoli
5432,['Drama'],[],67217,/1FRoBD28uRUQf4lx6wzcMTSAKdN.jpg,Signs of Life,"['Peter Brogle', 'Wolfgang Reichmann', 'Athina Zacharopoulou', 'Wolfgang von Ungern-Sternberg']",13,10,Werner Herzog
5433,"['Crime', 'Drama', 'Thriller']","['assassin', 'death penalty', 'doomed man', 'lethal injection']",10498,/kOfSTm2cftavsyB49amnhW3is9y.jpg,Point of No Return,"['Bridget Fonda', 'Gabriel Byrne', 'Dermot Mulroney', 'Miguel Ferrer']",12,20,John Badham
5434,"['Comedy', 'Drama', 'Romance']","['male nudity', 'female nudity', 'father son relationship', 'prostitute', 'adultery', 'sexuality', 'jealousy', 'wife husband relationship', 'infidelity', 'symbolism', 'homicide', 'passion', 'seduction', 'machismo', 'matador', 'satire', 'mother daughter relationship', 'rural setting', 'unfaithfulness', 'cigarette smoking', 'pregnancy', 'father daughter relationship', 'masturbation', 'extramarital affair', 'sensuality', 'mother son relationship', 'male model', 'drunkenness', 'sexual dysfunction', 'abortion', 'zaragoza spain', 'underwear manufacturer']",4507,/wAucj0pm9eGaC8nx01pbdyvK4VS.jpg,Jamon Jamon,"['Javier Bardem', 'Penélope Cruz', 'Jordi Mollà', 'Stefania Sandrelli']",9,22,Bigas Luna
5435,"['Drama', 'Comedy', 'Romance']",[],34847,/dUwk8qNkXb243JViqdVqOvUmiMt.jpg,College,"['Buster Keaton', 'Anne Cornwall', 'Flora Bramley', 'Harold Goodwin']",8,4,Buster Keaton
5436,"['Crime', 'Drama', 'Action']","['drama', 'crime']",32303,/ohyZx4SqGdOd2kSA1CdxNfSMXUD.jpg,Mitchell,"['Joe Don Baker', 'Martin Balsam', 'John Saxon', 'Linda Evans']",7,2,Andrew V. McLaglen
5437,"['Drama', 'Romance']","['japan', 'broken engagement', 'suicide attempt', 'allegory', 'new love', 'yakuza', 'pop star', 'bunraku', 'murder', 'eternal love']",870,/jEc5Y1SkKL45y2OPWm3wZHynbZv.jpg,Dolls,"['Miho Kanno', 'Hidetoshi Nishijima', 'Tatsuya Mihashi', 'Chieko Matsubara']",10,10,Takeshi Kitano
5438,"['Comedy', 'Romance']","['ice', 'secretary', 'doctor', 'critic', 'slip', 'christmas time']",26319,/zbvD8TLrlmtS3AkhZAdWlkThwP3.jpg,The Man Who Came to Dinner,"['Bette Davis', 'Ann Sheridan', 'Monty Woolley', 'Richard Travis']",19,17,William Keighley
5439,['Drama'],"['sexuality', 'nudity', 'artist', 'romance', 'gay interest', 'wealth', 'marijuana', 'jewish', 'doctor', 'divorce', 'sociologist']",45938,/qY7ItJ1tdxLw5rp63qOzJSa1f7m.jpg,Sunday Bloody Sunday,"['Peter Finch', 'Glenda Jackson', 'Murray Head', 'Peggy Ashcroft']",11,2,John Schlesinger
5440,"['Comedy', 'Romance']","['train station', 'deception', 'romantic comedy', 'military officer', 'train', 'marriage engagement', 'military academy', 'adult as a child']",39871,/dkuQLiK7tFExNX0R638wwIOLtIp.jpg,The Major and the Minor,"['Ginger Rogers', 'Ray Milland', 'Rita Johnson', 'Robert Benchley']",20,10,Billy Wilder
5441,"['Drama', 'War']","['mutiny', 'world war ii', 'paranoia', 'war ship', 'mental breakdown', 'military court', 'u.s. navy', 'naval officer', 'naval', 'ship captain', 'humphrey bogart']",10178,/Aata3SsDejMC5pEEtfzDv7aPRTJ.jpg,The Caine Mutiny,"['Humphrey Bogart', 'Van Johnson', 'Fred MacMurray', 'Robert Francis']",41,28,Edward Dmytryk
5442,['Drama'],['christian'],16391,/wJ9HK1V9fs8v3fqRwQ0FOGEvj1S.jpg,Black Narcissus,"['Deborah Kerr', 'David Farrar', 'Flora Robson', 'Kathleen Byron']",14,11,Emeric Pressburger
5443,"['Crime', 'Drama']","['prison', 'based on novel', 'island', 'mouse', 'alcatraz', 'biography', 'prison warden', 'escapee convict', 'pubic hair', 'escape from prison', 'dummy', 'inmate', 'nude fight', '1960s']",10734,/lBAxIEywz3KfzXimn9qHBArLHU8.jpg,Escape from Alcatraz,"['Clint Eastwood', 'Patrick McGoohan', 'Roberts Blossom', 'Jack Thibeau']",45,38,Don Siegel
5444,"['Adventure', 'Drama', 'Family']","['child abuse', 'pickpocket', 'victorian england', 'orphan', 'charles dickens']",10949,/raZTaBo4f7Leo7JMZspBiDH6Pr0.jpg,Oliver Twist,"['John Howard Davies', 'Robert Newton', 'Alec Guinness', 'Kay Walsh']",31,19,David Lean
5445,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['prison', 'magic', 'liberation', 'honeymoon', 'parents-in-law', 'kingdom', 'enchantment', 'dancing scene', 'transformation', 'fairy-tale figure']",809,/akWDA0BMVYK4OTM92T5i91DYnsT.jpg,Shrek 2,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Julie Andrews']",25,72,Andrew Adamson
5446,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['saving the world', 'library', 'cataclysm', 'climate change', 'greenhouse effect', 'tornado', 'twister', 'hurricane', 'hail', 'temperature drop', 'ice age', 'polar zone', 'meteorology', 'gulfstream', 'barrier ice', 'ice melting', 'third world', 'exodus', 'evacuation', 'climate', 'government', 'snow', 'los angeles', 'scientist', 'doomsday', 'antarctic', 'disaster movie']",435,/pRmpaFjtegy8PnUvSBDyT9dm7c.jpg,The Day After Tomorrow,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum', 'Dash Mihok']",27,228,Roland Emmerich
5447,"['Drama', 'Comedy', 'Romance']","['new york', 'pastor', 'world of fasion', 'loss of parents', 'mannequin', 'fashion designer', 'family relationships']",4599,/oROgudstoH3i4KyI5ZJbBVW9mKK.jpg,Raising Helen,"['Kate Hudson', 'John Corbett', 'Joan Cusack', 'Hayden Panettiere']",28,63,Garry Marshall
5448,"['Romance', 'Comedy']","['black people', 'hip-hop', 'nightclub', 'airplane', 'chaos', 'champagne']",12657,/p6KICx848FEcsblVptyga3E7qO5.jpg,Soul Plane,"['Tom Arnold', 'Kevin Hart', 'Method Man', 'Snoop Dogg']",33,13,Jessy Terrero
5449,['Drama'],[],28219,/oGKrhp9cS8uphMOamG6ZyLd600T.jpg,Baadasssss!,"['Mario Van Peebles', 'Joy Bryant', 'Khleo Thomas', 'T. K. Carter']",12,15,Mario Van Peebles
5450,"['Comedy', 'Drama']","['christianity', 'gay', 'coming out', 'independent film', 'coming of age', 'lgbt child']",13193,/sh61XwFfemE6MrDzAVNpJb6ZRgR.jpg,Saved!,"['Jena Malone', 'Mandy Moore', 'Macaulay Culkin', 'Patrick Fugit']",12,3,Brian Dannelly
5451,['Drama'],[],24190,/10tjiBzMlvGYPpNpjHUOzMKNC6P.jpg,Time of the Wolf,"['Isabelle Huppert', 'Patrice Chéreau', 'Brigitte Roüan', 'Daniel Duval']",5,13,Michael Haneke
5452,"['Adventure', 'Fantasy', 'Family']","['flying', 'traitor', 'magic', 'cutting the cord', 'child hero', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'griffon', 'black magic', 'time travel', 'best friend', 'werewolf', 'dark', 'muggle', 'aftercreditsstinger']",673,/jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg,Harry Potter and the Prisoner of Azkaban,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Gary Oldman']",51,147,Alfonso Cuarón
5453,"['Mystery', 'Thriller', 'Crime']","['fbi', 'island', 'serial killer', 'series of murders']",16617,/bnGrgK00xeMs85ae5BTOlJjnKTR.jpg,Mindhunters,"['LL Cool J', 'Jonny Lee Miller', 'Kathryn Morris', 'Patricia Velásquez']",14,135,Renny Harlin
5454,"['Adventure', 'Drama', 'Action']","['japan', 'martial arts', 'samurai', 'blackmail', 'sword', 'geisha', 'revenge', 'blood', 'violence']",246,/xNFaRG30R3IiVFMgX8X8kAFGxCP.jpg,Zatoichi,"['Takeshi Kitano', 'Tadanobu Asano', 'Michiyo Ohkusu', 'Gadarukanaru Taka']",10,12,Takeshi Kitano
5455,"['Action', 'Science Fiction']","['prison', 'dystopia', 'matter of life and death', 'outer space', 'intergalactic travel']",2789,/hVAfGskQdktDwYTqrT7wY1f2M4y.jpg,The Chronicles of Riddick,"['Vin Diesel', 'Thandie Newton', 'Karl Urban', 'Colm Feore']",19,193,David Twohy
5456,"['Animation', 'Comedy', 'Family']","['competition', 'moderator', 'lasagne', 'garfield']",8920,/v6xvth8PjDG350ARG9H2sF7N3SF.jpg,Garfield,"['Bill Murray', 'Breckin Meyer', 'Jennifer Love Hewitt', 'Stephen Tobolowsky']",14,12,Peter Hewitt
5457,"['Action', 'Comedy', 'Science Fiction']","['android', 'housewife', 'transformation']",9890,/zyRTua3RVN3eLaIoXkdiy4XfF4s.jpg,The Stepford Wives,"['Nicole Kidman', 'Matthew Broderick', 'Bette Midler', 'Glenn Close']",22,19,Frank Oz
5458,['Comedy'],"['underdog', 'brother brother relationship', 'idaho', 'high school', 'chat', 'independent film', 'teenager', 'school dance', 'social outcast', 'aftercreditsstinger']",8193,/s0yuDUKiAJNl5XkO9OT4aFwnA3I.jpg,Napoleon Dynamite,"['Jon Heder', 'Aaron Ruell', 'Jon Gries', 'Efren Ramirez']",13,6,Jared Hess
5459,"['Comedy', 'Romance']",['madison avenue'],40894,/ySvvYX8qyGijnyYiIONDBWAlApy.jpg,Lover Come Back,"['Rock Hudson', 'Doris Day', 'Tony Randall', 'Edie Adams']",14,3,Delbert Mann
5460,"['Comedy', 'Crime']","['video game', 'mafia', 'police academy', 'moscow', 'commandant']",11546,/mpUOqZcs7VVg9LrVPRZKAGPiTT2.jpg,Police Academy: Mission to Moscow,"['George Gaynes', 'G. W. Bailey', 'Leslie Easterbrook', 'Michael Winslow']",10,8,Alan Metter
5461,"['Drama', 'Family', 'Foreign']","['scotland', 'otter', 'hebrides']",59427,/4977B8LxMmzh5x2PJplRoREOw2M.jpg,Ring of Bright Water,"['Bill Travers', 'Virginia McKenna', 'Peter Jeffrey', 'Jameson Clark']",21,5,Jack Couffer
5462,"['Drama', 'Romance']",[],71125,/9CqllIeSwZEvOSmAP8yRMd8ckA9.jpg,Fool for Love,"['Kim Basinger', 'Sam Shepard', 'Harry Dean Stanton', 'Randy Quaid']",4,2,Robert Altman
5463,"['Action', 'Adventure', 'Drama', 'Romance', 'War']","['queen', 'trojan war', 'king', 'slave']",42658,/9ahx0eneGJTqoJCHPfIqB7YFyRi.jpg,Helen of Troy,"['Rossana Podestà', 'Cedric Hardwicke', 'Jacques Sernas', 'Stanley Baker']",14,15,Robert Wise
5464,"['Mystery', 'Thriller']","['sherlock holmes', 'sequel', 'basil rathbone']",27118,/v1hSYSF3FHOrqXqihorptQmgUct.jpg,The Hound of the Baskervilles,"['Richard Greene', 'Basil Rathbone', 'Wendy Barrie', 'Nigel Bruce']",26,11,Sidney Lanfield
5465,"['Crime', 'Drama', 'Thriller']","['assassin', 'grocery store', 'electrician', 'film noir']",18398,/j2o3iD33EaVa4QotXgN2stBrgDP.jpg,Suddenly,"['Frank Sinatra', 'Sterling Hayden', 'James Gleason', 'Nancy Gates']",12,10,Lewis Allen
5466,"['Drama', 'Romance', 'Thriller']","['los angeles', 'psychiatric ward', 'film noir']",20849,/x3nAKgkHTn2Co4rKx9WZuoNGRpY.jpg,Possessed,"['Joan Crawford', 'Van Heflin', 'Raymond Massey', 'Geraldine Brooks']",18,4,Curtis Bernhardt
5467,"['Romance', 'Drama', 'Mystery']","['secret', 'small town', 'friends', 'inheritance', 'doctor', 'childhood friends', 'turn of the century']",53779,/1NDvr8YQc80q4tiFufmfmVpVad6.jpg,Kings Row,"['Ann Sheridan', 'Robert Cummings', 'Ronald Reagan', 'Betty Field']",25,17,Sam Wood
5468,"['Comedy', 'Drama']",['silent film'],16661,/a1KeapLaxX9plRCjVpB6vAwB3WF.jpg,The Kid Brother,"['Harold Lloyd', 'Jobyna Ralston', 'Walter James', 'Leo Willis']",9,8,Ted Wilde
5469,"['Mystery', 'Adventure', 'Science Fiction', 'Horror', 'Thriller']","['extraterrestrial technology', 'mutant', 'georgia', 'flying saucer', 'space travel', 'nobel prize laureate', 'resettlement', 'spaceship', 'alien', 'outer space', 'scientist', 'campy', 'interplanetary war']",831,/dNNZSjrWWwgllcYtQCeo0M5FPdp.jpg,This Island Earth,"['Jeff Morrow', 'Faith Domergue', 'Rex Reason', 'Lance Fuller']",12,14,Joseph M. Newman
5470,['Drama'],"['juvenile delinquent', 'teaching']",26516,/tRsAMk9K1D7iBa7yyzCrpwrWLT4.jpg,Blackboard Jungle,"['Glenn Ford', 'Anne Francis', 'Sidney Poitier', 'Vic Morrow']",18,11,Richard Brooks
5471,"['Comedy', 'Romance']",[],44388,/uQRj1JR0rDdhIap3qEi4ft299VP.jpg,It Had to Be You,"['Natasha Henstridge', 'Michael Vartan', ""Olivia d'Abo"", 'Joelle Carter']",7,1,
5472,"['Drama', 'Romance']","['famous score', 'marriage', 'love', 'wealth', 'money', 'inheritance', 'manhattan, new york city', 'embroidery', '19th century', 'fortune', 'fortune hunter', 'white gloves']",28571,/v4Mez8Qtq8AtIqOtxEpiRRczT9E.jpg,The Heiress,"['Olivia de Havilland', 'Montgomery Clift', 'Ralph Richardson', 'Miriam  Hopkins']",28,28,William Wyler
5473,"['Music', 'Romance']",['state fair'],27686,/1pYCHRPedqGde39l5jUybNs7SLL.jpg,State Fair,"['Jeanne Crain', 'Dana Andrews', 'Dick Haymes', 'Vivian Blaine']",13,1,Walter Lang
5474,['Drama'],"['big business', 'vice president']",43336,/vEhIhrKu0R7nJq5rPIBoze896bY.jpg,Executive Suite,"['William Holden', 'Barbara Stanwyck', 'Fredric March', 'June Allyson']",12,3,Robert Wise
5475,['Drama'],"['rape', 'small town', 'deaf']",62000,/lLEb6g8bn96PpnwV4FDPgvtiD27.jpg,Johnny Belinda,"['Jane Wyman', 'Lew Ayres', 'Charles Bickford', 'Agnes Moorehead']",15,10,Jean Negulesco
5476,"['Documentary', 'Comedy', 'Drama']","['experiment', 'health', 'junk food', 'food industry', 'fast food', ""mcdonald's restaurant""]",9372,/9J2cYFtYRplFnHgn8V5ntCZEHut.jpg,Super Size Me,"['Morgan Spurlock', 'Daryl Isaacs', 'Lisa Ganjhu', 'Stephen Siegel']",15,8,Morgan Spurlock
5477,['Drama'],"['district attorney', 'racetrack', 'racketeers', 'film noir']",41495,/ihoDjtedlEEW2ynyHm2pfrtuIfy.jpg,Johnny Eager,"['Robert Taylor', 'Lana Turner', 'Edward Arnold', 'Van Heflin']",14,9,Mervyn LeRoy
5478,"['Romance', 'Science Fiction']","['paris', 'deja vu', 'atomkrieg', 'airport', 'experiment', 'museum', 'radioaktivity', 'paris orly', 'childhood memory', 'time travel', 'survival', 'nouvelle vague', 'short']",662,/2woVot4i5Yo8RYyfnSgdhH7WEQZ.jpg,La Jetée,"['Jean Négroni', 'Hélène Chatelain', 'Davos Hanich', 'Jacques Ledoux']",13,7,Chris Marker
5479,"['Fantasy', 'Drama', 'Horror', 'Thriller']","['painting', 'attic']",16559,/mfvcsmAzdie8YuWI0JpO2u1uzfF.jpg,The Picture of Dorian Gray,"['George Sanders', 'Hurd Hatfield', 'Donna Reed', 'Angela Lansbury']",8,11,Albert Lewin
5480,"['War', 'Drama', 'History']","['japan', 'japanese', 'fascism', 'world war ii', 'conscientious objector', 'escape from prison', 'snow', 'soldier', 'chinese', 'shallow grave', 'mandarin', 'ore mine']",31217,/5wF521QDBJplvbQq3lxWY3uYupU.jpg,The Human Condition I: No Greater Love,"['Tatsuya Nakadai', 'Michiyo Aratama', 'Chikage Awashima', 'Ineko Arima']",45,10,Masaki Kobayashi
5481,"['Romance', 'Drama', 'Adventure']","['buddhism', 'male nudity', 'buddhist monk', 'life planning', ""leaving one's family"", 'buddhist']",8341,/tWqAGV9J8huxK1ZqAVN5UchbsrM.jpg,Samsara,"['Shawn Ku', 'Christy Chung', 'Neelesha BaVora', 'Lhakpa Tsering']",6,4,Pan Nalin
5482,"['Comedy', 'Family', 'Romance']","['professor', 'romantic comedy', 'play', 'critic', 'theater']",19414,/jvGxRPy1LXdvcmBZpNUoX4udQaY.jpg,Please Don't Eat the Daisies,"['Doris Day', 'David Niven', 'Janis Paige', 'Spring Byington']",17,3,Charles Walters
5483,"['Crime', 'Drama', 'Thriller']","['prison', 'undercover agent', ""mama's boy"", 'psychopath', 'heist', 'on the run', 'shootout', 'train', 'gangster', 'explosion', 'killer', 'inmate', 'mother son relationship', 'criminal gang', 'prison break', 'film noir', 'infiltrate', 'unfaithful wife']",15794,/iXZdq7gep9BLlHa9cyGW8X9M9S2.jpg,White Heat,"['James Cagney', 'Virginia Mayo', ""Edmond O'Brien"", 'Margaret Wycherly']",59,22,Raoul Walsh
5484,"['Fantasy', 'Drama']","['based on novel', 'greed', 'victorian england', 'redemption', 'scrooge', 'miser']",13188,/xmhZp6rRFDjsoHWxPx5AKmUT1bZ.jpg,Scrooge,"['Alastair Sim', 'Kathleen Harrison', 'Mervyn Johns', 'Hermione Baddeley']",16,11,Brian Desmond Hurst
5485,"['Drama', 'War', 'Action']","['world war ii', 'bomber', 'danger of life', 'mission', 'soldier']",12651,/47LvV0urbkr8fEGEZHijD0GZReS.jpg,Memphis Belle,"['Matthew Modine', 'Eric Stoltz', 'Tate Donovan', 'D. B. Sweeney']",15,32,Michael Caton-Jones
5486,['Drama'],"['poker', 'gambling', 'new orleans', 'honesty']",886,/hNkcS5cDV8kdvzFmRCe3gVRhSnG.jpg,The Cincinnati Kid,"['Steve McQueen', 'Edward G. Robinson', 'Ann-Margret', 'Karl Malden']",22,14,Norman Jewison
5487,"['Drama', 'History']","['prostitute', 'photographer', 'brothel', 'virgin', 'new orleans', 'photography', 'young prostitute', 'loss of virginity']",26973,/5VGjBeE4xIJh2Y9GK2PInPW3JjW.jpg,Pretty Baby,"['Brooke Shields', 'Keith Carradine', 'Susan Sarandon', 'Frances Faye']",8,9,Louis Malle
5488,"['Music', 'Romance']","['musical', 'grandmother granddaughter relationship', 'interracial relationship', 'reconciliation', 'riverboat', 'showboat', 'miscegenation', 'paddlewheel boat']",17820,/9qxeyQk0Wzw0M4ABIF8hc8nS5D7.jpg,Show Boat,"['Howard Keel', 'Kathryn Grayson', 'Ava Gardner', 'Joe E. Brown']",16,7,George Sidney
5489,"['Comedy', 'Drama']","['midlife crisis', 'engineer', 'free spirit', 'stranger']",31146,/hCyZLEH2NDfkENKEqaSTiGxMVIG.jpg,Box of Moonlight,"['John Turturro', 'Sam Rockwell', 'Catherine Keener', 'Dermot Mulroney']",27,31,Tom DiCillo
5490,"['Drama', 'Horror']","['circus', 'dwarves', 'infidelity', 'attempted murder', 'clown', 'beauty', 'siamese twins', 'revenge', 'midnight movie', 'newlywed', 'bigotry', 'disability', 'sideshow', 'told in flashback', 'speech impediment', 'trapeze artist', 'stutterer', 'armless woman', 'midgets', 'bareback rider', 'legless man', 'poisoned drink', 'pseudo-hermaphrodite', 'bearded lady', 'microcephalics', 'controversial film', 'human skeleton']",136,/9hmmE4K6tOEXB1KeTajIC0pNta6.jpg,Freaks,"['Harry Earles', 'Daisy Earles', 'Olga Baclanova', 'Henry Victor']",23,9,Tod Browning
5491,"['Comedy', 'Drama']","['card game', 'restaurant', 'immigrant', 'violin', 'thief', 'coin', 'punched in the face', 'waiter', 'silent film', 'tip', 'playing cards', 'piano']",47653,/rDRCnZHvvoJoEJCjvqsKAOt6eCu.jpg,The Immigrant,"['Charlie Chaplin', 'Edna Purviance', 'Eric Campbell', 'Albert Austin']",15,13,Charlie Chaplin
5492,"['Comedy', 'Western']","['bar', 'con man', 'bandit']",29353,/bB0ewfiQCrtpdRTd5DQs3cLSigg.jpg,My Little Chickadee,"['W.C. Fields', 'Mae West', 'Joseph Calleia', 'Dick Foran']",63,3,Edward F. Cline
5493,"['Action', 'Adventure', 'Drama', 'Thriller']","['mutiny', 'airplane', 'navigator']",17761,/mNxVcxH2IqQoMJtk47YjkaiS1Jb.jpg,The High and the Mighty,"['John Wayne', 'Claire Trevor', 'Laraine Day', 'Robert Stack']",34,13,William A. Wellman
5494,"['Comedy', 'Drama', 'Family']","['great dane', 'dachshund']",20277,/lQzcb9Cas38dAkhx52UgyIQEYUs.jpg,The Ugly Dachshund,"['Dean Jones', 'Suzanne Pleshette', 'Charles Ruggles', 'Kelly Thordsen']",11,2,Norman Tokar
5495,"['Action', 'Adventure', 'Comedy']","['paris', 'london england', 'new york', 'jules verne', 'san francisco', 'istanbul', 'hot air balloon', 'journey round the world']",10204,/2glntoCztzLkfjajsJKNOSY0vpn.jpg,Around the World in 80 Days,"['Jackie Chan', 'Steve Coogan', 'Cécile de France', 'Robert Fyfe']",26,135,Frank Coraci
5496,"['Drama', 'Action', 'Thriller', 'Crime']","['suicide', 'rape', 'revenge']",3515,/fPZgMmRFJv82AxekLIFiTpzFgjZ.jpg,I'll Sleep When I'm Dead,"['Clive Owen', 'Jonathan Rhys Meyers', 'Charlotte Rampling', 'Malcolm McDowell']",11,8,Mike Hodges
5497,['Comedy'],"['underdog', 'competition', 'bank', 'bar', 'ball', 'cheerleader', 'diet', 'wife', 'sport', 'gymnasium', 'pleite', 'fitness-studio', 'love', 'mail order bride', 'cheerleading', 'pirate', 'aftercreditsstinger', 'duringcreditsstinger']",9472,/sgTJCyuZSJJt9LatGHolpCpqg1m.jpg,DodgeBall: A True Underdog Story,"['Vince Vaughn', 'Christine Taylor', 'Ben Stiller', 'Rip Torn']",19,109,Rawson Marshall Thurber
5498,"['Comedy', 'Drama']","['new york', 'airport', 'marriage proposal', 'translation', 'craftsman', 'stewardess', 'illegal immigration', 'language barrier', 'jfk international airport', 'immigration law', 'fast food restaurant', 'security camera', 'jazz musician', 'saxophonist', 'autograph', 'passport', 'eastern europe', 'friendship']",594,/f4Dup6awDfDqAHKgWqNJ2HFw1qN.jpg,The Terminal,"['Tom Hanks', 'Catherine Zeta-Jones', 'Stanley Tucci', 'Chi McBride']",23,68,Steven Spielberg
5499,"['Drama', 'Family']","['scotland', 'father son relationship', 'single parent', 'loss of father', 'violent father', 'letter', 'ship', 'father', 'little boy', 'independent film', 'deaf', 'woman director']",8981,/7AaqSCwERgN6fe5dRvhiC4NlzjU.jpg,Dear Frankie,"['Gerard Butler', 'Emily Mortimer', 'Jack McElhone', 'Sharon Small']",14,9,Shona Auerbach
5500,['Comedy'],"['undercover', 'fbi', 'fish out of water', 'high society', 'buddy cop', 'crossdressing']",12153,/hT4PEPFW3dQG7N5LZe5b2qYHCU0.jpg,White Chicks,"['Shawn Wayans', 'Marlon Wayans', 'Jaime King', 'Frankie Faison']",15,36,Keenen Ivory Wayans
5501,"['Romance', 'Drama']","['poem', 'river', 'sadness', 'fight', ""love of one's life"", 'dementia', 'class', 'secret love', 'tears', 'candle', 'mailbox']",11036,/gMfstesBXKdsHToAUXVPHujUDfb.jpg,The Notebook,"['Rachel McAdams', 'Ryan Gosling', 'Gena Rowlands', 'James Garner']",39,45,Nick Cassavetes
5502,"['Adventure', 'Drama', 'Family']","['brother brother relationship', 'loss of brother', 'cambodia', 'chase', 'tiger', 'governor', 'royalty', 'travelling circus', 'archaeologist']",1997,/2hPS88Tel8UHkCMMbvB700wUzbr.jpg,Two Brothers,"['Maï Anh Le', 'Guy Pearce', 'Oanh Nguyen', ""Jaran 'See Tao' Petcharoen""]",15,11,Jean-Jacques Annaud
5503,"['Drama', 'Music']","['musical', 'biography', 'hollywood', 'theater']",15237,/AKcpQiYF2d9ScQ4TyE4IA5YUhH.jpg,De-Lovely,"['Kevin Kline', 'Ashley Judd', 'Jonathan Pryce', 'Kevin McNally']",21,18,Irwin Winkler
5504,"['Animation', 'Adventure']","['cloud', 'plant', 'cgi', 'mortal danger', 'dying world', 'high priest', 'mysterious force']",11572,/q1UatRshBG9HmeJ6hk8xaM1sM95.jpg,Kaena: The Prophecy,"['Cécile de France', 'Michael Lonsdale']",2,10,Chris Delaporte
5505,['Comedy'],"['veterinarian', 'musical', 'femme fatale', 'marx brothers']",11939,/qNtOKRDnGuKpgWmtlamdRa1D1Tg.jpg,A Day at the Races,"['Groucho Marx', 'Chico Marx', 'Harpo Marx', 'Allan Jones']",13,9,Sam Wood
5506,"['Comedy', 'Family']","['robbery', 'invention', 'college', 'student', 'invisible', 'science']",24236,/73EzVuHeb2EUh2h4hxUnp83xTyX.jpg,"Now You See Him, Now You Don't","['Kurt Russell', 'Cesar Romero', 'Joe Flynn', 'Jim Backus']",7,1,Robert Butler
5507,"['Comedy', 'Drama']","['sex', 'friends', 'therapy', 'foursome']",26520,/JvIQEOIrJfwrVnEObuMLcqhsVH.jpg,Bob & Carol & Ted & Alice,"['Natalie Wood', 'Robert Culp', 'Elliott Gould', 'Dyan Cannon']",25,13,Paul Mazursky
5508,"['Comedy', 'Drama', 'Family', 'War']","['plantation', 'troops', 'tap dancing', 'father', 'jail', 'illness', 'tyrant']",43897,/tcpSm6VwJOnFnPHo7W8KEnBu6WA.jpg,The Littlest Rebel,"['Shirley Temple', 'John Boles', 'Jack Holt', 'Karen Morley']",11,11,David Butler
5509,"['Animation', 'Comedy']","['holiday', 'musical']",21386,/up8K7PDK1VCE0ovpRe7avWCARGs.jpg,Will Vinton's Claymation Christmas Celebration,"['Tim Conner', 'Johnny Counterfit']",2,8,Will Vinton
5510,"['Romance', 'Drama', 'Comedy']",[],24908,/sDSOcU88875izjQ2ELVVJwyuLtk.jpg,Happenstance,"['Audrey Tautou', 'Faudel', 'Eric Savin', 'Nathalie Besançon']",4,2,Laurent Firode
5511,"['Action', 'Comedy']","['cow', 'hicktown', 'police officer', 'small town sheriff']",9256,/ng7URIidhDeMKXXTwPb7l9uIvH2.jpg,Kops,"['Fares Fares', 'Torkel Petersson', 'Göran Ragnerstam', 'Sissela Kyle']",10,14,Josef Fares
5512,['Documentary'],"['fidel castro', 'cuban revolution', 'che guevara']",25783,/iDj5TnxT7Ao0wYcVIh3wvXdpLNe.jpg,Comandante,"['Oliver Stone', 'Juanita Vera', 'Fidel Castro', ""Ernesto 'Che' Guevara""]",10,16,Oliver Stone
5513,"['Drama', 'Music']","['fairy tale', 'musical', 'stage show', 'sondheim', 'broadway', 'broadway show', 'stage performance']",23378,/lgzVcyFeymLCRz6frflTswU5Ipy.jpg,Into the Woods,"['Bernadette Peters', 'Chip Zien', 'Joanna Gleason', 'Tom Aldredge']",5,3,James Lapine
5514,"['Documentary', 'Drama']","['biography', 'apple computer', 'bill gates', 'steve jobs', 'microsoft']",3293,/62NXimypwBEiu9IS2Z6R5OI5Ncu.jpg,Pirates of Silicon Valley,"['Noah Wyle', 'Joey Slotnick', 'J.G. Hertzler', 'Anthony Michael Hall']",16,11,Martyn Burke
5515,['Documentary'],"['professor', 'psychoanalysis', 'propaganda', 'media', 'political activist', 'media manipulation', 'linguist', 'east timor', 'fourth estate', 'media coverage']",36947,/qcobnUbGl5gMiIKPqNpe3RKvtr8.jpg,Manufacturing Consent: Noam Chomsky and the Media,"['Noam Chomsky', 'Mark Achbar', 'Edward S. Herman', 'William F. Buckley']",7,44,Mark Achbar
5516,"['Romance', 'Drama']","['new york city', 'fall in love']",54028,/kTjHXyfJtKSARQBgkuDBFYAixra.jpg,The Clock,"['Judy Garland', 'Robert Walker', 'James Gleason', 'Keenan Wynn']",12,11,Vincente Minnelli
